20.28	10.00	-28.28	-22.14	10.00	14.14	5	10	20	20	0.30	2	0.00	0.00
21.28	10.00	-31.28	-21.14	10.00	11.14	5	10	20	20	0.30	2	0.00	0.00
21.28	10.00	-30.28	-21.14	10.00	12.14	5	10	20	20	0.30	2	0.00	0.00
21.28	10.00	-29.28	-21.14	10.00	13.14	5	10	20	20	0.30	2	0.00	0.00
21.28	10.00	-28.28	-21.14	10.00	14.14	5	10	20	20	0.30	2	0.00	0.00
21.28	10.00	-27.28	-21.14	10.00	15.14	5	10	20	20	0.30	2	0.00	0.00
21.28	10.00	-26.28	-21.14	10.00	16.14	5	10	20	20	0.30	2	0.00	0.00
21.28	10.00	-25.28	-21.14	10.00	17.14	5	10	20	20	0.30	2	0.00	0.00
22.28	10.00	-33.28	-20.14	10.00	9.14	5	10	20	20	0.30	2	0.00	0.00
22.28	10.00	-32.28	-20.14	10.00	10.14	5	10	20	20	0.30	2	0.00	0.00
22.28	10.00	-31.28	-20.14	10.00	11.14	5	10	20	20	0.30	2	0.00	0.00
22.28	10.00	-30.28	-20.14	10.00	12.14	5	10	20	20	0.30	2	0.00	0.00
22.28	10.00	-29.28	-20.14	10.00	13.14	5	10	20	20	0.30	2	0.00	0.00
22.28	10.00	-28.28	-20.14	10.00	14.14	5	10	20	20	0.30	2	0.00	0.00
22.28	10.00	-27.28	-20.14	10.00	15.14	5	10	20	20	0.30	2	0.00	0.00
22.28	10.00	-26.28	-20.14	10.00	16.14	5	10	20	20	0.30	2	0.00	0.00
22.28	10.00	-25.28	-20.14	10.00	17.14	5	10	20	20	0.30	2	0.00	0.00
22.28	10.00	-24.28	-20.14	10.00	18.14	5	10	20	20	0.30	2	0.00	0.00
22.28	10.00	-23.28	-20.14	10.00	19.14	5	10	20	20	0.30	2	0.00	0.00
23.28	10.00	-34.28	-19.14	10.00	8.14	5	10	20	20	0.30	2	0.00	0.00
23.28	10.00	-33.28	-19.14	10.00	9.14	5	10	20	20	0.30	2	0.00	0.00
23.28	10.00	-32.28	-19.14	10.00	10.14	5	10	20	20	0.30	2	0.00	0.00
23.28	10.00	-31.28	-19.14	10.00	11.14	5	10	20	20	0.30	2	0.00	0.00
23.28	10.00	-30.28	-19.14	10.00	12.14	5	10	20	20	0.30	2	0.00	0.00
23.28	10.00	-29.28	-19.14	10.00	13.14	5	10	20	20	0.30	2	0.00	0.00
23.28	10.00	-28.28	-19.14	10.00	14.14	5	10	20	20	0.30	2	0.00	0.00
23.28	10.00	-27.28	-19.14	10.00	15.14	5	10	20	20	0.30	2	0.00	0.00
23.28	10.00	-26.28	-19.14	10.00	16.14	5	10	20	20	0.30	2	0.00	0.00
23.28	10.00	-25.28	-19.14	10.00	17.14	5	10	20	20	0.30	2	0.00	0.00
23.28	10.00	-24.28	-19.14	10.00	18.14	5	10	20	20	0.30	2	0.00	0.00
23.28	10.00	-23.28	-19.14	10.00	19.14	5	10	20	20	0.30	2	0.00	0.00
23.28	10.00	-22.28	-19.14	10.00	20.14	5	10	20	20	0.30	2	0.00	0.00
24.28	10.00	-34.28	-18.14	10.00	8.14	5	10	20	20	0.30	2	0.00	0.00
24.28	10.00	-33.28	-18.14	10.00	9.14	5	10	20	20	0.30	2	0.00	0.00
24.28	10.00	-32.28	-18.14	10.00	10.14	5	10	20	20	0.30	2	0.00	0.00
24.28	10.00	-31.28	-18.14	10.00	11.14	5	10	20	20	0.30	2	0.00	0.00
24.28	10.00	-30.28	-18.14	10.00	12.14	5	10	20	20	0.30	2	0.00	0.00
24.28	10.00	-29.28	-18.14	10.00	13.14	5	10	20	20	0.30	2	0.00	0.00
24.28	10.00	-28.28	-18.14	10.00	14.14	5	10	20	20	0.30	2	0.00	0.00
