32.00	10.00	0.00	-28.00	10.00	-0.00	5	10	20	20	0.30	2	0.00	0.00
34.00	10.00	-4.00	-26.00	10.00	-4.00	5	10	20	20	0.30	2	0.00	0.00
34.00	10.00	-2.00	-26.00	10.00	-2.00	5	10	20	20	0.30	2	0.00	0.00
34.00	10.00	0.00	-26.00	10.00	-0.00	5	10	20	20	0.30	2	0.00	0.00
34.00	10.00	2.00	-26.00	10.00	2.00	5	10	20	20	0.30	2	0.00	0.00
34.00	10.00	4.00	-26.00	10.00	4.00	5	10	20	20	0.30	2	0.00	0.00
36.00	10.00	-6.00	-24.00	10.00	-6.00	5	10	20	20	0.30	2	0.00	0.00
36.00	10.00	-4.00	-24.00	10.00	-4.00	5	10	20	20	0.30	2	0.00	0.00
36.00	10.00	-2.00	-24.00	10.00	-2.00	5	10	20	20	0.30	2	0.00	0.00
36.00	10.00	0.00	-24.00	10.00	-0.00	5	10	20	20	0.30	2	0.00	0.00
36.00	10.00	2.00	-24.00	10.00	2.00	5	10	20	20	0.30	2	0.00	0.00
36.00	10.00	4.00	-24.00	10.00	4.00	5	10	20	20	0.30	2	0.00	0.00
36.00	10.00	6.00	-24.00	10.00	6.00	5	10	20	20	0.30	2	0.00	0.00
38.00	10.00	-6.00	-22.00	10.00	-6.00	5	10	20	20	0.30	2	0.00	0.00
38.00	10.00	-4.00	-22.00	10.00	-4.00	5	10	20	20	0.30	2	0.00	0.00
38.00	10.00	-2.00	-22.00	10.00	-2.00	5	10	20	20	0.30	2	0.00	0.00
38.00	10.00	0.00	-22.00	10.00	-0.00	5	10	20	20	0.30	2	0.00	0.00
38.00	10.00	2.00	-22.00	10.00	2.00	5	10	20	20	0.30	2	0.00	0.00
38.00	10.00	4.00	-22.00	10.00	4.00	5	10	20	20	0.30	2	0.00	0.00
38.00	10.00	6.00	-22.00	10.00	6.00	5	10	20	20	0.30	2	0.00	0.00
40.00	10.00	-8.00	-20.00	10.00	-8.00	5	10	20	20	0.30	2	0.00	0.00
40.00	10.00	-6.00	-20.00	10.00	-6.00	5	10	20	20	0.30	2	0.00	0.00
40.00	10.00	-4.00	-20.00	10.00	-4.00	5	10	20	20	0.30	2	0.00	0.00
40.00	10.00	-2.00	-20.00	10.00	-2.00	5	10	20	20	0.30	2	0.00	0.00
40.00	10.00	0.00	-20.00	10.00	-0.00	5	10	20	20	0.30	2	0.00	0.00
40.00	10.00	2.00	-20.00	10.00	2.00	5	10	20	20	0.30	2	0.00	0.00
40.00	10.00	4.00	-20.00	10.00	4.00	5	10	20	20	0.30	2	0.00	0.00
40.00	10.00	6.00	-20.00	10.00	6.00	5	10	20	20	0.30	2	0.00	0.00
40.00	10.00	8.00	-20.00	10.00	8.00	5	10	20	20	0.30	2	0.00	0.00
42.00	10.00	-6.00	-18.00	10.00	-6.00	5	10	20	20	0.30	2	0.00	0.00
42.00	10.00	-4.00	-18.00	10.00	-4.00	5	10	20	20	0.30	2	0.00	0.00
42.00	10.00	-2.00	-18.00	10.00	-2.00	5	10	20	20	0.30	2	0.00	0.00
42.00	10.00	0.00	-18.00	10.00	-0.00	5	10	20	20	0.30	2	0.00	0.00
42.00	10.00	2.00	-18.00	10.00	2.00	5	10	20	20	0.30	2	0.00	0.00
42.00	10.00	4.00	-18.00	10.00	4.00	5	10	20	20	0.30	2	0.00	0.00
42.00	10.00	6.00	-18.00	10.00	6.00	5	10	20	20	0.30	2	0.00	0.00
44.00	10.00	-6.00	-16.00	10.00	-6.00	5	10	20	20	0.30	2	0.00	0.00
44.00	10.00	-4.00	-16.00	10.00	-4.00	5	10	20	20	0.30	2	0.00	0.00
44.00	10.00	-2.00	-16.00	10.00	-2.00	5	10	20	20	0.30	2	0.00	0.00
44.00	10.00	0.00	-16.00	10.00	-0.00	5	10	20	20	0.30	2	0.00	0.00
44.00	10.00	2.00	-16.00	10.00	2.00	5	10	20	20	0.30	2	0.00	0.00
44.00	10.00	4.00	-16.00	10.00	4.00	5	10	20	20	0.30	2	0.00	0.00
44.00	10.00	6.00	-16.00	10.00	6.00	5	10	20	20	0.30	2	0.00	0.00
46.00	10.00	-4.00	-14.00	10.00	-4.00	5	10	20	20	0.30	2	0.00	0.00
46.00	10.00	-2.00	-14.00	10.00	-2.00	5	10	20	20	0.30	2	0.00	0.00
46.00	10.00	0.00	-14.00	10.00	-0.00	5	10	20	20	0.30	2	0.00	0.00
46.00	10.00	2.00	-14.00	10.00	2.00	5	10	20	20	0.30	2	0.00	0.00
46.00	10.00	4.00	-14.00	10.00	4.00	5	10	20	20	0.30	2	0.00	0.00
48.00	10.00	0.00	-12.00	10.00	-0.00	5	10	20	20	0.30	2	0.00	0.00
