-8.00	10.00	-40.00	-8.00	10.00	20.00	5	10	20	20	0.30	2	0.00	0.00
-6.00	10.00	-44.00	-6.00	10.00	16.00	5	10	20	20	0.30	2	0.00	0.00
-6.00	10.00	-42.00	-6.00	10.00	18.00	5	10	20	20	0.30	2	0.00	0.00
-6.00	10.00	-40.00	-6.00	10.00	20.00	5	10	20	20	0.30	2	0.00	0.00
-6.00	10.00	-38.00	-6.00	10.00	22.00	5	10	20	20	0.30	2	0.00	0.00
-6.00	10.00	-36.00	-6.00	10.00	24.00	5	10	20	20	0.30	2	0.00	0.00
-4.00	10.00	-46.00	-4.00	10.00	14.00	5	10	20	20	0.30	2	0.00	0.00
-4.00	10.00	-44.00	-4.00	10.00	16.00	5	10	20	20	0.30	2	0.00	0.00
-4.00	10.00	-42.00	-4.00	10.00	18.00	5	10	20	20	0.30	2	0.00	0.00
-4.00	10.00	-40.00	-4.00	10.00	20.00	5	10	20	20	0.30	2	0.00	0.00
-4.00	10.00	-38.00	-4.00	10.00	22.00	5	10	20	20	0.30	2	0.00	0.00
-4.00	10.00	-36.00	-4.00	10.00	24.00	5	10	20	20	0.30	2	0.00	0.00
-4.00	10.00	-34.00	-4.00	10.00	26.00	5	10	20	20	0.30	2	0.00	0.00
-2.00	10.00	-46.00	-2.00	10.00	14.00	5	10	20	20	0.30	2	0.00	0.00
-2.00	10.00	-44.00	-2.00	10.00	16.00	5	10	20	20	0.30	2	0.00	0.00
-2.00	10.00	-42.00	-2.00	10.00	18.00	5	10	20	20	0.30	2	0.00	0.00
-2.00	10.00	-40.00	-2.00	10.00	20.00	5	10	20	20	0.30	2	0.00	0.00
-2.00	10.00	-38.00	-2.00	10.00	22.00	5	10	20	20	0.30	2	0.00	0.00
-2.00	10.00	-36.00	-2.00	10.00	24.00	5	10	20	20	0.30	2	0.00	0.00
-2.00	10.00	-34.00	-2.00	10.00	26.00	5	10	20	20	0.30	2	0.00	0.00
0.00	10.00	-48.00	0.00	10.00	12.00	5	10	20	20	0.30	2	0.00	0.00
0.00	10.00	-46.00	0.00	10.00	14.00	5	10	20	20	0.30	2	0.00	0.00
0.00	10.00	-44.00	0.00	10.00	16.00	5	10	20	20	0.30	2	0.00	0.00
0.00	10.00	-42.00	0.00	10.00	18.00	5	10	20	20	0.30	2	0.00	0.00
0.00	10.00	-40.00	0.00	10.00	20.00	5	10	20	20	0.30	2	0.00	0.00
0.00	10.00	-38.00	0.00	10.00	22.00	5	10	20	20	0.30	2	0.00	0.00
0.00	10.00	-36.00	0.00	10.00	24.00	5	10	20	20	0.30	2	0.00	0.00
0.00	10.00	-34.00	0.00	10.00	26.00	5	10	20	20	0.30	2	0.00	0.00
0.00	10.00	-32.00	0.00	10.00	28.00	5	10	20	20	0.30	2	0.00	0.00
2.00	10.00	-46.00	2.00	10.00	14.00	5	10	20	20	0.30	2	0.00	0.00
2.00	10.00	-44.00	2.00	10.00	16.00	5	10	20	20	0.30	2	0.00	0.00
2.00	10.00	-42.00	2.00	10.00	18.00	5	10	20	20	0.30	2	0.00	0.00
2.00	10.00	-40.00	2.00	10.00	20.00	5	10	20	20	0.30	2	0.00	0.00
2.00	10.00	-38.00	2.00	10.00	22.00	5	10	20	20	0.30	2	0.00	0.00
2.00	10.00	-36.00	2.00	10.00	24.00	5	10	20	20	0.30	2	0.00	0.00
2.00	10.00	-34.00	2.00	10.00	26.00	5	10	20	20	0.30	2	0.00	0.00
4.00	10.00	-46.00	4.00	10.00	14.00	5	10	20	20	0.30	2	0.00	0.00
4.00	10.00	-44.00	4.00	10.00	16.00	5	10	20	20	0.30	2	0.00	0.00
4.00	10.00	-42.00	4.00	10.00	18.00	5	10	20	20	0.30	2	0.00	0.00
4.00	10.00	-40.00	4.00	10.00	20.00	5	10	20	20	0.30	2	0.00	0.00
4.00	10.00	-38.00	4.00	10.00	22.00	5	10	20	20	0.30	2	0.00	0.00
4.00	10.00	-36.00	4.00	10.00	24.00	5	10	20	20	0.30	2	0.00	0.00
4.00	10.00	-34.00	4.00	10.00	26.00	5	10	20	20	0.30	2	0.00	0.00
6.00	10.00	-44.00	6.00	10.00	16.00	5	10	20	20	0.30	2	0.00	0.00
6.00	10.00	-42.00	6.00	10.00	18.00	5	10	20	20	0.30	2	0.00	0.00
6.00	10.00	-40.00	6.00	10.00	20.00	5	10	20	20	0.30	2	0.00	0.00
6.00	10.00	-38.00	6.00	10.00	22.00	5	10	20	20	0.30	2	0.00	0.00
6.00	10.00	-36.00	6.00	10.00	24.00	5	10	20	20	0.30	2	0.00	0.00
8.00	10.00	-40.00	8.00	10.00	20.00	5	10	20	20	0.30	2	0.00	0.00
